text,sentiment
hidup baru itu berarti seluruh fasilitas istimewa pejabat dilucuti penghasilan disamakan dg umr dan lain lain ke kantor naik angkutan umum sepeda motor mobil biasa tanpa iring iringan fasilitas kesehatan juga dari bpjs blh milih kelas tidak ada prioritas apapun piye,0
nutupin defisit bpjs kesehatan rakyat yang diperas iuran ada kenaikan menghadapi menanagi corona covid rakyat disuruh gotong royong diminta sumbangan gaji dipotong dan lain lain giliran ada kepentingan cukong pemerintah gelontorkan dana ratusan triliyun luar biasa,0
desa ke kota yang cukup jauh belum lagi puskesmas atau klinik tidak punya fasilitas kesehatan yang mumpuni seperti rsud belum lagi sistem antrian bpjs yang panjang artinya herd immunity depopulasi rakyat,0
loh ini bukan masalah kaya gak kaya ini ttg cara pandang prioritas anda ttg kesehatan iuran bpjs kelas tiga tetap tidak ada kenaikan kenapa gak mau pakai kelas tiga gengsi makan tuch gengsi mau yang gratisan daftar program indonesia sehat beres,0
mending bubar saja ruwet setelah kelas dihapus begini pemengaturan peserta bpjs kesehatan,0
kebijakan ada kenaikan tarif bpjs disaat pandemi ini merupakan kebijakan yang miskin empati bahkan zalim lebih dari itu merupakan upaya liberalisasi bidang kesehatan yang melanggar konstitusi,0
gila kebijakan awal bpjs kesehatan yang diperuntukan untuk memberikan pelayanan kesehatan bagi masyarakat terutama masyarakat kurang mampu kini berbalik menekan apa kami ini sudah dianggap beban bagi pensayasa kebijakan dibuat untuk melindungi bukan menindas warga,0
rezim era jokowi sering kali abaikan hukum terutama putusan ma paling baru pemerintahan presiden jokowi menentang putusan ma dengan kembali ada kenaikan iuran bpjs kesehatan,0
bisnis penegakan hukum ini bisa kita lihat kiwari ketika hakim ma memutuskan untuk menolak kenaikan tarif bpjs melalui uji materi atau judicial review atas peraturan pemerintah no tahun tentang jaminan kesehatan tapi apa yang dilakukan oleh rezim setelah putusan dibatalkan,0
rezim berjuta kasus jokowi dinilai lembek soal psbb tapi tegas naikkan iuran bpjs kesehatan,0
maaf selama undang undang no dua puluh empat tahun dua ribu sebelas belum direvisi maka sepertinya permasalahan dalam bpjs kesehatan tetap akan berlanjut isi dari undang undang itu sendiri yang menimbulkan polemik tidak mustahil bahwa kehadiran covid adalah sebagai salah satu kutukan dari undang undang,0
dengan kembali ada kenaikan iuran bpjs kesehatan pemerintah telah mempermainkan rakyatnya sendiri rezim berjuta kasus,0
dulu negara subsidi rakyat sekarang rakyat subsidi negara mas didu lewat akun twitter ingat undang undang bpjs bukan untuk memeras rakyat tapi pemerintah negara mengambil alih tanggung jawab pelayanan kesehatan jangan dibalik,0
yang di phk dan penggaguran bertambah bpjs naik nunggak bpjs tidak dilayani di tambah nunggak kena denda tiga puluh jt rezim jokowi pemusnah rakyat nunggak bpjs kesehatan kini terancam denda tiga puluh juta,0
setuju pak giliran naikin listrik bpjs sepihak tapi peduliin kemampuan rakyat negara ini milik siapa sih tujuan dibentuknya bpjs adalah untuk membantu masyarakat dalam bidang kesehatan bukan sebaliknya memeras rakyat,0
semakin ngawur aja kebijakan rezim ini hanya mau menyelamatkan isi perutnya sendiri tapi tidak memikirkan rakyat bye bye kelas peserta bpjs kesehatan bakal dihapus,0
jokowi dinilai lembek soal psbb tapi tegas naikkan iuran bpjs kesehatan,0
tidak semudah omongan bos kalau cuma asbun knalpot lebih nyaring bunyinya sejauh negeri ini ada baru kali ini urusan kesehatan yang didilindungi bpjs mudah dan benar benar terdilindungi anda mengkritik apa nyinyir om berhenti provokasi di tengah pandemi,0
kpk tata kelola buruk bpjs kesehatan potensi rugikan negara,0
tarif iuran bpjs kesehatan naik bpjs jamin kualitas layanan kelas tiga tetap sama bpjs kesehatan,0
karena pemerintah gk punya duit buat nyuntik bpjs saya yakin pak kelas di bpjs kesehatan akan ada di antara kelas,0
berjuta manfaat maman tak masalah iuran bpjs kesehatan naik judul berita tak semewah isinya berhentilah melakukan click bait dari judul taik,0
rakyat diperas vs bpjs berpoya bpjs menangani masalah sosial kesehatan rakyat tetapi tata kelola,0
ketegasan pemerintah yang payah kedisiplinan sebagian warga yang kurang psbb diperpanjang tapi dijalan sudah padat bandara pasar mall dipenuhi orang tolol naiknya iuran bpjs kesehatan perubahan jadwal cuti bersama yang mendadak sy bingung harus sedih atau harus teriak kontol,0
kami sekeluarga memutuskan berhenti bayar makanya sumber daya alam diatur dan dikelola untuk kesejahteraan rakyatnya dong jangan dijual murah rumah sakit dan kesehatan jangan di liberasisasi dikuasai swasta terus bikin bpjs dengan dalih iuran makin hari negara makin jadi tukang palak,0
jokowi naikkan iuran bpjs kesehatan pemkot solo hanya mampu bayar angsuran premi sampai mei jokowi bpjs merah putih,0
putusan presiden jokowi ada kenaikan iuran bpjs kesehatan kembali digugat gugatan terhadap peraturan presiden perpres nomor tahun diajukan kepada mahkamah agung ma jokowi bpjs kesehatan,0
komunitas pasien cuci darah kembali gugat kenaikan iuran bpjs kesehatan,0
nunggak bpjs kesehatan kini terancam denda rp juta dendanya juga naik dua kali lipat jadi lima persen hajaar tros rakyat nya perass jangan kasih kendor yaa,0
iuran bpjs kesehatan naik lagi lalu digugat lagi,0
belum punya anggaran untuk bayar premi pemkot surati bpjs kesehatan,0
politik hukum dari dibentuknya undang undang bpjs yaitu untuk pemenuhan hak atas kesehatan rakyat indonesia sehingga memberikan kewajiban pada pemerintah untuk memberikan jaminan kesehatan namun setelah keluarnya perpres justru cenderung kewajiban lebih banyak dibebankan pada rakyat,0
bahkan sebuah institusi negara terang terangan melawan hukum dengan membangkang terhadap putusan pengadilan bpjs kesehatan reformasi di korupsi,0
apakah benar staff bpjs punya  asuransi bpjs kesehatan secara gratis,0
maka sekali lagi kita tidak pernah salah saat mengatakan bpjs adalah pemalakan rakyat oleh pensayasa atas nama iuran kesehatan,0
ansori siregar sebut kenaikan bpjs kesehatan bentuk pemaksaan masyarakat,0
kenaikan iuran bpjs kesehatan kembali digugat penggugat nilai masih ada ego sektoral,0
indonesia terserah jokowi dinilai lembek soal psbb tapi tegas naikkan iuran bpjs kesehatan,0
terbaru bpjs kesehatan terus defisit tulus abadi tetap salahkan perokok,0
jokowi di gugat lagi gara gara bpjs kesehatan,0
nunggak bpjs kesehatan kini terancam denda  juta banyak sekali dendanya lha wong bayar iuran keberatan apalagi bayar dendanya sak karep mulah sak senangmu puas puasno kunu,0
peserta bpjs kesehatan yang menunggak pembayaran iuran akan diberhentikan ikut sertanya sementara,0
nunggak bpjs kesehatan kini terancam denda rp juta makin stress rezim ini orang sudah susah diberi kenaikkan dan malah mau didenda,0
nunggak bpjs kesehatan kini terancam denda rp tiga puluh juta,0
gila segini amat negara mencari uang udahlah bubarin saja tuh bpjs dan bpip rakyat diancam terus saya mau nabung di celengan saja bebas denda penunggak bpjs kesehatan terancam sangsi denda tiga puluh juta,0
btw saya juga terpaksa pake bpjs kesehatan dan ketenagakerjaan karena kerja di bumn bpjs ketenagakerjaan sudah beres dicairkan tinggal mau menonaktifkan bpjs kesehatan ingin berhenti bukan tanpa alasan karena bpjs itu haram judi stfu untuk bpjs,0
kasian yang rakyat kecil mau sembuh dr penyakit aja gurauan menanggung beban tunggakan ga tanggung smp lima persen belum lagi ada kenaikan semoga segera tumbang rezim ini amiiinnn nunggak bpjs kesehatan kini terancam denda rp tiga puluh juta,0
dendanya lebih mahal dibanding iuran bpjs kesehatan kok gak sehat otaknya bpjs kesehatan itu instansi penjamin kesehatan atau rentenir lintah darat ingat tunggakan bpjs kesehatan di rumah sakit rekanan banyak yang belum terbayar juga apa gak malu tuh,0
asuransi dan jaminan kesehatan itu beda asuransi itu profit oriented jaminan kesehatan nasional jamkesmas yang dirubah jd bpjs ini ga tujuan jaminan kesehatan dr negara ada memang buat melayani rakyat bukan ambil untung dr rakyat layaknya perusahaan swasta atau bumn lain,0
bukannya membantu rakyat malah ada kenaikan iuran bpjs ugal ugalan kuasa hukum kpc di rusdianto matulatuwa kenaikan iuran bpjs kesehatan jilid dua ini tidak mempunyai empati di tengah kesulitan warga saat pandemi corona,0
makanya kamu kutanya apa itu trauma belasting sehingga berdiri badan penyelenggara dana pemeliharaan kesehatan cikal bakal bpjs kesehatan kemudian dikaitkan penyelewengan tata kelola keuangan negara oleh orba yang dilanjuntukan rezim sampai sekarang bahkan,0
bpjs vs layanan kesehatan khilafah tegakkan,0
sumpa yah sakit hati dari dulu tuh nakes selalu direndahkan dan disalahkan manajemen rs bobrok aja yang disalahkan nakes bpjs yang buat aturan nakes pula yang disalahkan aturan dari mentri kesehatan tapi tetep nakes juga yang disalahkan gak jarang juga dikata pembantu lah apalah,0
panjang umur bpjs biro pendukung jokowi stress tarix jabrix kaaaang pemerintah akan hapus kelas peserta bpjs kesehatan,0
iuran bpjs naik pas lagi sedih sedihnya salah satu bukti bagusnya layanan kesehatan dalam khilafah dipaparkan sejarawan berkebangsaan amerika will durant rumah sakit al manshuri kairo,0
kita tahu krisis pandemi ini telah memunculkan gelombang pengangguran angka kemiskinan terus meningkat dan beban ekonomi negara yang semakin berat kondisi ini diperburuk oleh tidak sehatnya tata kelola bpjs kesehatan yang berdampak pada kenaikan iuran premi di tengah pandemi,0
bubarkan saja bpjs sudah cukup dinas kesehatan dan dinas sosial masing daerah menangani kebutuhan masyarakat untuk pengobatan ketika masa jamsostek tidak pernah serumit sekarang ini kalau rakyat berobat dan tidak pernah ada masalah serumit ini kebanyakan cincong titik,0
ya hilang bpjs kesehatan kan preminya juga ga bisa di ambil lagi kalo kita sehat kalo jatuh tempo uang bisa bertambah atau ngurang itu kita ngomongin sisi investasi dari si asuransi panjang lagi nanti pokonya kalo asuransi pikirin manfaat aja bukan berapa uang yang balik,0
prinsip dalam bpjs kesehatan itu bukan gotong royong tapi penindasan,0
kenapa harus naik pada saat situasi blm kondusif seperti saat ini,0
rakyat tak boleh tangung beban defisit bpjs kesehatan,0
ditengah ancaman wabah corona jokowi malah tega memberlakukan perpres nomor enam puluh empat th dua ribu dua puluh tentang perubahan kedua atas perpres nomor delapann puluh dua th dua ribu delapan belas tentang jaminan kesehatan disinilah termuat kenaikan bpjs itu,0
presiden bpjs akan naik karna defisit ma membatalkan kenaikan bpjs pemerintah juli bpjs mulai naik rakyat turun kelas dan melarat di sini kita lihat bahwa rakyat di peras dengan alasan defisit berbed di luar negeri rakyat nya gratis biaya kesehatan,0
karena baju lebih penting daripada kesehatan bpjs kelas satu dan dua naik pada mengeluh gak kuat bayar tapi pas ada mall yang buka langsung diserbu belanja sana sini,0
menganalisa behaviour kelas menengah itu susah gampang pas iuran bpjs kelas satu dan dua naik bilangnya lagi susah padahal kelas tiga gak ikut naik pas mall dibuka berhamburan belanja belinji berkerumun tak mengindahkan protokol kesehatan psbb padahal ada ancaman covid,0
kalau q sih setuju dengan subsidi kesehatan sebelum adanya bpjs kalau di pakai di miskin berobat baru pemerintah yang menanggung biaya nya,0
bpjs kesehatan pun sekarang skema asuransinya belajar dari cina dengan ambil konsultan asuransi kesehatan dari perusahaan china ya pantes cara lainnya ngikut,0
iuran bpjs kesehatan naik peserta yang menunggak tak bakal dapat subsidi,0
mrk ini golongan kelompok yang bpjs nya disubsidi negara kelas satu jd mrk tidak akan peduli dengan kesehatan sendiri apalagi orang lain kalo bisa hepi ngapain susah,0
bpjs kesehatan ri pergi ke kantor bpjs kesehatan katanya pakai jkn ponsel karena psbb pergi situs ini di suruh ke kantor bpjs pusing,0
di suruh jaga kesehatan di rumah ngeyel giliran bpjs naik merintih merasa paling sengsara dan maki pemerintah dasar waluh godok goblok,0
narapidana dibebaskan lalu dimasukkan kembali saat ini kesehatan diutamakan tapi iuran bpjs ada kenaikan disaat faktor ekonomi yang sedang menurun minyak bumi yang sedang menurun harga tidak diturunkan,0
kenapa di masa pademi covid ini malah di naikan iuran bpjs kesehatan terlalu miris buat rakyat,0
buat bayar bpjs kesehatan pada berisik bangke,0
bpjs ini bentuk ketidakmampuan negara dalam melayani bantuan pengobatan dan kesehatan bagi masyarakat maka dipungutlah upeti secara masal dg segala ancamannya,0
sejak awal bpjs sudah salah dan mengarah pada pemalakan sistematis atas nama kesehatan beginilah jika pelayanan kesehatan yang harusnya gratis tapi dikapitalisasi yang dipikir bukan hidup dan mati rakyat tapi untung dan rugi negara,0
berarti kalo pake bpjs sembuh ga sembuh harus pulang dan gak ngerti deh ini kan bpjs ngomongnya asuransi kesehatan ya eh tapi pesertanya bukannya makin sembuh malah dibawa kerumah sakit lagi padahal yang make bpjs kan juga bayar perbulan tapi perlakuannya beda,0
kenapa pula pemerintah begitu gesit kalau kasih uang ke bumn tanpa masa depan tapi pelit sekali ke bpjs kesehatan yang defisit terus,0
iuran bpjs kesehatan mandiri naik butong jangan main main urusi rakyat,0
politisasi bpjs kalau anda tidak bantu negara bisa jebol apbn masih banyak tanggung jawab sosial negara yang harus ditanggung walau nilainya tidak seberapa tapi anda sudah ambil bagian dalam misi negara membantu orang miskin mendapatkan akses pelayanan kesehatan,0
sebagai nakes klinik bpjs hingga kini ku ga daftar jadi anggota jaminan kesehatan tersebut huft,0
haram itu tidak pernah berubah yang ente lakukan adalah mempelajari fakita bpjs akad dan transaksinya keharaman bpjs salah satunya adalah dalam islam tidak dikenal asuransi kesehatan juga ada ketidakjelasan apakah berupa pinjaman bagi pemanfaat bpjs atau hadiah atau apa,0
mahal e dua ratus tiga puluh rb itu bpjs kesehatan aja pet,0
apa yang gak bisa di akali di rezim ini rezim tukang ngakalin rakyat jika putusan ma terkait iuran bpjs kesehatan bisa dilanggar jabatan presiden dua periode juga bisa diakali,0
pernyataan sikap gsbi menolak kenaikan iuran bpjs kesehatan dan tuntut cabut perpres nomor enam puluh empat tahun dua ribu dua puluh salam demokrasi di tengah pandemi covid ditengah situasi ekonomi rakyat merosot,0
buat mkan aja susah mo byar denda pula nasib nasib terserah lu deh nunggak bpjs kesehatan kini terancam denda rp tiga puluh juta,0
makanya kamu kutanya apa itu trauma belasting sehingga berdiri badan penyelenggara dana pemeliharaan kesehatan cikal bakal bpjs kesehatan kemudian dikaitkan penyelewengan tata kelola keuangan negara oleh orba yang dilanjuntukan rezim sampai sekarang,0
apa yang gak bisa di akali di rezim ini rezim tukang ngakalin rakyat jika putusan ma terkait iuran bpjs kesehatan bisa dilanggar jabatan presiden dua periode juga bisa diakali,0
 orang fokus covid dia fokus naikkan iuran bpjs kesehatan terserah indonesia,0
kesehatan mau ditanggung negara tapi gabisa diatur kalo penanganan gak maksimal ngomel mentang saya bpjs bingung,0
kl slalu berpikir begitu buat apa dikasih nama bpjs jaringan sosial masa bertarif ganti aja namanya jadi asuransi sebenarnya negara punya uang ga buat urus kesehatan rakyat nya point nya tekor,0
iya saya juga heran kok baru ngomong sekarang mobil esemka gmn kabarnya pak hyundai aja udah jadi salah satu tim favorit juara di ajang wrc esemka kok belum produksi bpjs kesehatan defisit karena salah kelola,0
rezim penindas sedang berkuasa giliran naikin iuran melambung dan mulai berlaku juli giliran mau turun kelas harus memenunggu satu tahun ini bpjs kesehatan defisit karena salah kelola dan gaji direksi terlalu tinggi rakyat yang jadi korban,0
sy tidak protes kenaikan iuran bpjs tapi meminta pak jokowi membubarkan bpjs dan mengembalikan tanggung jawab pemerintah terkait kesehatan rakyat bukan tanggung jawab badan usaha bpjs bpjs warisan terburuk rezim sbysudahoyono lebih pd penindasan ketimbang gotong royong,0
lha iyo jelas jadi bancakan ini yang jokowi gak pernah hadir selesaikan masalah pejabat yang jahat rakyat yang diperalat dengan iuran iuran bpjs kesehatan naik dengan alasan defisit,0
emang lo ikut bpjs kesehatan mandiri kalau gak sanggup bayar minta surat keterangan miskin aja ke kelurahan biar lo dan keluarga ditanggung negara rezim arab saudi juga firaun naikkan pajak biaya umroh dan haji apakah rezim arab saudi firaun,0
jadi gunanya dpr rapat paripurna menghabiskan miliyaran duit negara unyuk membahas tentang bpjs gunanya apa ya kenapa sekarang tiba tiba presiden menaikan iuran kesehatan kok malah tenang aja mungkin inilah politik diam dan menjilat itu lebih tenang sehingga lupa rakyat,0
bubarin sekalian bpjs pemerintah jangan ikut main di asuransi jamin kesehatan rakyat sesuai saja dengan kemampuan negara dan biarkanlah yang bisnis kesehatan swasta toh rakyat yang pengen sehata tidak hanya lewat medis sontoloyo gotongroyong dijadikan alasan kedok bisnis kesehatan,0
asuransi kesehatan yang mana kalo terlambat bayar di denda asuransi mana kesehatan yang mana yang diwajibkan untuk setiap orang bpjs ada dr jmn sby di rusak oleh rezim sekarang akui junjungan kalian gagal urus bangsa,0
bpjs kesehatan defisit karena salah kelola yang disalahkan rakyatnya lagi,0
si cocot otaknya mampet bpjs melayani kesehatan masyarakat uang engtidak ada apa mau dilayani agar bisa jalan disesuaikan dari pd berhenti total,0
bubarin aja bpjs beres kan sulit jika butuhkan prosedurnya ada famili dan teman sakit parah sudah gk bisa gunakan bpjs lagii ud banyak contoh banyak doa dzikir semoga allah berikan kesehatan keberkahan,0
dalam hal kesehatan hukum dijadikan seperti tontonan sirkus untuk menghibur ketika kenaikan bpjs sudah dibatalkan ma justru disambut dengan peraturan baru yang dalam muatanya memengatur tentang kenaikan bpjs dan menjadikan putusan ma sebagai konsideran lucu seperti negeri jenaka,0
bpjs dibuat sebagai core bisnis kesehatan namun kesejahteran hanya pada pengelola tidak pada rakyat apalagi perindungan konyol coba liat gaji mereka,0
bpjs untuk rawat inap sangat bagus tapi untuk rawat jalan tidak enak dulu tempat saya kerja tiap sakit dilindungi oleh kantor tapi setelah ada kebijakan beralih ke bpjs oleh pemerintah sempat kecewa tapi gurauan bersyukur untuk orang lain bisa merasakan pelayanan kesehatan karena untuk rawat jalan mending biaya sendiri,0
bpjs naik di tengah pandemi covid kebijakan yang kurang bijak padahal dibilangnya semua anggaran sebisa mungkin harus dialihkan untuk covid ini malah iuran kesehatan masyarakat naik memanfaatkan situasi ditengah pandemi atau gimana,0
orang sakit ga ada yang enak hanya orang bodoh saja yang berharap akan menggunakan bpjsnya sebab syarat menggunakan bpjs kesehatan orang tersebut harus sakit,0
omongan mreka memang sengaja biar didengar masyarakat yang awam berpikir bahwa pemerintah membebani rakyat dg ada kenaikan iuran bpjs kesehatan padahal tujuan yang sebenarnya adalah subsidi silang jd yang ada kenaikan iuran hanya yang pantas ada kenaikan,0
akibat dari rezim mengambil kesempatan dalam kondisi sekarang harga bbm kan tetap segitu seharusnya turun pasti ada untung besar didalamnya jadi kenapa gk dari keuntungan tersebut meringankan fasilitas kesehatan rakyat sprti bpjs kalo gk demikian berarti kemana larinya untung besar tersebut,0
iuran bpjs naik akibat dari pesertanya sendiri gak tertib bayar iuran banyak yang bandingin askes sm bpjs terkesan seolah masyarakat dipaksa investasi untuk kesehatan aja tidak pola hidup tidak sehat tapi negara sakit pemerintah yang nanggung cuk utekamu goblog men lho,0
woi anjing manusia kikir lo kira bpjs naik buat apa buat subsidi silang ke warga miskin yang gk bayar bpjs yang kedua buat bantu pemerintah membiayain perawatan corona bpjs lo lebih murah dari asuransi kesehatan lo inget yah bpjs mahal karena subsidi silang buat rakyat miskin,1
kenaikan iuran bpjs kesehatan di tengah kondisi masyarakat yang sedang sulit karena pandemik covid ini semakin menunjukkan kalau ini sebuah kebijakan yang tidak pernah pakai akal sehat dan sgitu memberatkan masyarakat untuk mendapatkan fasilitas kesehatan,0
dengan kondisi kesehatan saya yang seburuk itu spog yang nanganin saya harus yang sub spesialis fetomaternal yang tiap saya kontrol sudah pasti mahal bujang tapi bahagianya adalah bpjs dilindungi itu lho terima kasih bpjs,1
dear all karena pemerintah dah ngga bisa mikir dan ngga mau mundur ada baiknya kita sebagai warga negara yang jd peserta bpjs kesehatan sdh bayar kelas 1  ayo rame kita pindah kelas tiga biar dapat subsidi,0
kalau memang terdampak akibat kenaikan iuran bpjs kesehatan ini turun kelas aja jadi ga usah bayar kenaikannya dan tetap didilindungi oleh bpjs,1
sy juga mau hidup sejahtera bos tapi sy ga pernah berharap banyak ke pemerintah yang sy harap ke pemerintah presiden adalah menjaga kondisi negara ini aman itu aja biarlah bpjs kesehatan itu untuk mereka yang benar tidak mampu salam,0
waduh pak anda ini gimana yang lagi dibahas itu bukan siapa yang pakai bpjs kesehatan tapi mereka yang terdampak akibat kenaikan iuran bpjs kesehatan ini kalau owner sih gak usah dibahas semua jugatau,0
padahal kesehatan dan pendidikan adalah tanggung jawab negara bukan dari rakyat lewat bpjs,0
ini pelajaran ke depan jika ada politikus yang kampanye pendidikan dan kesehatan gratis jangan percaya sama sekali itu tidak benar lihat aja politikus yang lalu koar jika terpilih maka kesehatan gratis kok mereka pada diam semua saat bpjs naik nah loh,0
konsep bpjs sudah keluar dari konsep awal konsep awal bpjs berjalan sesuai dengan pembangunan fasilitas dan mutu kesehatan di rumah sakit daerah dan rumah sakit umum dan yang berhak menjadi keanggotaan bpjs juga dibatasi bukan seperti sekarang yang kaya pun ikut jadi peserta bpjs,0
iuran segitu masih komplain tapi bayar asuransi kesehatan non pemerintah yang lima ratus ribu bisa untuk gabung saja harus tes kesehatan lah bpjs dengan iuran yang minim segala macam penyakit ditanggung ikut serta juga tidak di seleksi masih juga komplain terlalu,1
kalo sudah tau sulit napa masih ikut bpjs gak ngajuin keluarga miskin aja biar masalah kesehatan bisa dibantu pemerintah kan bpjs itu program saling membantu dengan iuran,1
bpjs kan di rancang untuk tujuan saling membantu itu lah ada nya iuran kalau bpjs terus yang bayaran pemerintah tahapan itu iuran gimana nasibnya beda lagi kalau itu program kesehatan gratis itu masyarakat gak usah bayar itu urusan pusat,1
saya yang tau berapa hrg asuransi kesehatan cakupan penyakit yang di dilindungi sy yang pernah tau berapa hrg obat leukimia cuci darah sebelum ada bpjs walaupun bpjs pelayanan jelek di tindas kalau ke rs obatnya generik dan lain laintapi harga naik pun gapapa sy blm sanggup byar asuransi swasta soale,1
rakyat miskin sama sekali tidak dirugikan atas kenaikan iuran bpjs karena tidak ada kerugian maka tidak perlu ada pembelaan kenapa yang menolak kenaikan iuran bpjs kesehatan tetap ngotot gunakan narasi membela rakyat miskin akibat kenaikan iuran bpjs ya sakit,0
jokowi udah tau pendapatan anjlok bpjs masih mau di naikkan kalau bpjs udah gk sanggup jd wadah rakyat untuk meringankan biaya kesehatan lbh baik bubarkan kembalikan aja ke program kesehatan pemerintah yang lama biar yang kaya bayar dengan uang sendiri tidak minta bantuan si miskin,0
jiahh situ aja ngga kuat ngutang lagi ngga mau turun iuran bpjs kesehatan naik,0
iuran bpjs naik tujuannya apa apakah bisa menjamin kesehatan nasional bukankah selama ini masih banyak yang disalahgunakan kami memengeluh karena kami merasa bayar pake uang kami sendiri jangan samakan pejabat dengan masyarakat biasa ngerti stafsus smi,0
mun ngilu naik kacida weh geusmah bpjs kesehatan naik bbm teu diturunkeun mana janji para pemimpin keur kampanye nu rek bakal ngabela rakyat leutik,0
jadi sebuah pekerjaan rumah yang maha dahsyat bagi pengelola jaminan kesehatan sosial masyarakat ini sekaligus pemerintah untuk membenahi banyak hal spt mendahulukeun telur atau ayam mendahulukeun layanan atau iuran sadar gak sih kita antara datang bayar vs datang pakai bpjs,0
loh mereka gak sadar kalau peserta jaminan kesehatan sosial masyarakat ini sudah ditarik bayaran duluan sebelum sakit tapi rata rata praktiknya kita kita ini ndaftar bpjs bayar dan mencari layanan kesehatan pas saat sakit juga sih hehehehe,0
yang diturunin itu gaji direksi n pejabat bpjs tenggang rasa sama tenaga kesehatan mereka yang kerja pejabat bpjs kaya makan gaji buta manajemennya nggak beres,0
emang semudah itu kok tujuan bernegara dan berbangsa itu untuk menjamin kesejahteraan rakyatnya bukan supaya rakyat bisa menikmati kehidupan mewah dengan menghisab dana negara karena seperti yang saya bilang subtansi bpjs ialah untuk menyediakan akses kesehatan untuk masyarakat bawah,0
bpjs gimana nggak bangkrut yang bayar iuran mandiri hbs operasi puluhan bahkan ratusan juta setelah sembuh nggak bayar iuran lagi tapi gaji direksi bpjs juga jangan kelewatan tingginya tenggang rasa dong sama tenaga kesehatan,0
optimalkan lahan tidur sebagai kuari yang menghasilkan keuntungan yang mana daripadanya akan digunakan untuk membayar iuran kesehatan warga bpjs samakan kelasnya semua punya hak yang sama semua warga di lokasi tersebut peserta bpjs kelas satu yang dibayar dr hasil pengelolaan lahan kolektif tersebut,0
yang bikin mengurungkan diri ikut bpjs adalah kita ikut membiayai sebagian orang yang memang dengan sengaja tidak peduli kesehatan terus sakit misal orang yang kanker paru karena ngerokok atau orang gagal ginjal karena gak jaga makan pas diabetes,0
yang lbh merisaukan tuh rencana jangka menengahnya rasionalisasi layanan program berdasarkan kebutuhan dasar kesehatan ini artinya layanan yang ditanggung bpjs setara dengan layanan tingkat faskes puskesmas dan ini sepertinya ngga banyak yang hati hati ketutupan sama isu iuran naik,0
saya kira anak orok baru lahir aja tau bhw jokowi telah menyengsarakan rakyat lucu pikirannya dtg dari mana ya iuran bpjs kesehatan ada kenaikan tapi sdh sadar duluan bhw rakyat akan menunggak karena tidak mampu bayar tapi tetap ada kenaikan juga iuran,0
disaat pemerintah gak bisa ngasih jaminan kesehatan kepada warganya dan kebanyakan pengguna bpjs lagi memutar otak biar bisa tetap makan ada aja orang model begini,0
rakyat diperas vs bpjs berpoya bpjs menangani masalah sosial kesehatan rakyat tetapi tata kelola standar kesejahteraan pegawainya mengikuti standar bumn yang murni bisnis melebihi kesejahteraan pns polri dn tni ini salah satu yang mengakibatkan defisit makin besar,0
heh dungu bpjs kesehatan itu program saling bantu yang mampu bantu yang ga mampu yang berlebihan bantu yang kurang jangan lu rusak dengan ambisi bodoh lu,0
itu ulah sebagian oknum banyak banget yang mendapatkan manfaat bpjs apabila itu di hilangkan bakalan banyak masyarakat golongan bawah yang tidak bakal bisa dapat akses kesehatan,1
gk usah ndleming apa asuransi kesehatan yang preminya sampai jutaan orang sebuntukan perusahaan asuransinya dan jenis asuransinya gk usah ndleming dan asuransi kan sama dengan menabung uangnya kembali ke nasabah kalau bpjs emang kalau gk kepakai uang iuran kita ga bisa kita ambil,0
bubarkan bpjs karena sajak awal lbh sering menjadi polemik hanya nyaman bagi direksinya yang gaji ratusan juta dan fasilitas spt pejabat tinggi negara negara hanya perlu ngrsin kesehatan rakyat yang benar miskin yang mampu menengah keatas suruh ikut asuransi kesehatan swasta saja,0
bpjs vs asuransi kesehatan kalau pilih bpjs pasti yakin lebih murah dengan jaminan pasti dan mudah klaimnya kalau sekarang iuran naik tinggal ganti pilihan ke asuransi kesehatan jangan malah ngamuk hidup ini pilihan,0
gerombolan kadrun netizen yang rame diawal tapi gak paham permasalahan mulai diam soal bpjs kesehatan dah kebuka otaknya sekarang kadrun netizen oon sedang rame komen ttg hidup baru tetap sama dengan yang kemarin yang satu bertujuan membuat gaduh yang satunya rame di awal,0
kalau kami maunya berhenti aja jadi peserta bpjs kesehatan dibolehkan dong bu ini jaminan kesehatan yang notabene pemerintah yang wajib menjamin sesuai amanat undang undang ga dipaksa dengan ancaman denda dan ditagih debt collector,0
pdip akui tak tahu alasan pemerintah naikkan iuran bpjs kesehatan kok bisa rakyat marginal aja tahu alasannya apa bokaya pdip payah,0
maaf pak kalo bapak keberatan silahkan bapak berhenti keanggotaan bpjs dan cari asuransi lain yang lebih murah wah ga bisa gitu dong dimana letak tanggung jawab pemerintah dalam kesehatan warga negara nya,0
kajian kpk akar masalah defisit bpjs kesehatan itu karena inefisiensi dan penyimpangan fraud terus sekarang dijawab dengan menaikan iuran bpjs itu namanya rezim brengsek layak dibubarkan,0
saya enggak peduli elu mau naikan iuran bpjs cuma elu enggak usah maksa saya atau rakyat harus ikut bpjs bukan nya rakyat punya hak untuk ikut atau memilih program kesehatan manapun tidak harus program punya elu ndro,0
ini bener zalim iuran bpjs kesehatan naik kezaliman yang nyata,0
